full_name,squad
Ainsley_Maitland-Niles  ,Arsenal
Sadio_Mané  ,Liverpool
Javier_Manquillo  ,Newcastle Utd
Solly_March  ,Brighton
Adrian_Mariappa  ,Watford
Lazar_Marković  ,Fulham
Anthony_Martial  ,Manchester Utd
Adam_Masina  ,Watford
Arthur_Masuaku  ,West Ham
Juan_Mata  ,Manchester Utd
Nemanja_Matić  ,Manchester Utd
Joël_Matip  ,Liverpool
Konstantinos_Mavropanos  ,Arsenal
Alfie_Mawson  ,Fulham
Isaac_Mbenza  ,Huddersfield
James_McArthur  ,Crystal Palace
Alex_McCarthy  ,Southampton
James_McCarthy  ,Everton
Kevin_McDonald  ,Fulham
Dwight_McNeil  ,Burnley
Scott_McTominay  ,Manchester Utd
Ben_Mee  ,Burnley
Nathaniel_Mendez-Laing  ,Cardiff City
Benjamin_Mendy  ,Manchester City
Nampalys_Mendy  ,Leicester City
Chris_Mepham  ,Bournemouth
Max_Meyer  ,Crystal Palace
Luka_Milivojević  ,Crystal Palace
James_Milner  ,Liverpool
Yerry_Mina  ,Everton
Tyrone_Mings  ,Bournemouth
Aleksandar_Mitrović  ,Fulham
Henrikh_Mkhitaryan  ,Arsenal
Nacho_Monreal  ,Arsenal
Martín_Montoya  ,Brighton
Aaron_Mooy  ,Huddersfield
Álvaro_Morata  ,Chelsea
Alberto_Moreno  ,Liverpool
Wes_Morgan  ,Leicester City
Sean_Morrison  ,Cardiff City
Victor_Moses  ,Chelsea
Steve_Mounié  ,Huddersfield
Lucas_Moura  ,Tottenham
Lys_Mousset  ,Bournemouth
João_Moutinho  ,Wolves
Jacob_Murphy  ,Newcastle Utd
Josh_Murphy  ,Cardiff City
Glenn_Murray  ,Brighton
Shkodran_Mustafi  ,Arsenal
Yoshinori_Mutō  ,Newcastle Utd
Georges-Kévin_N'Koudou  ,Tottenham
Samir_Nasri  ,West Ham
Marc_Navarro  ,Watford
Wilfred_Ndidi  ,Leicester City
Rúben_Neves  ,Wolves
Oumar_Niasse  ,Cardiff City
Oumar_Niasse  ,Everton
Eddie_Nketiah  ,Arsenal
Mark_Noble  ,West Ham
Håvard_Nordtveit  ,Fulham
Will_Norris  ,Wolves
Michael_Obafemi  ,Southampton
Pedro_Obiang  ,West Ham
Denis_Odoi  ,Fulham
Angelo_Ogbonna  ,West Ham
Stefano_Okaka  ,Watford
Shinji_Okazaki  ,Leicester City
Divock_Origi  ,Liverpool
Nicolás_Otamendi  ,Manchester City
Alex_Oxlade-Chamberlain  ,Liverpool
Mesut_Özil  ,Arsenal
Emerson_Palmieri  ,Chelsea
Sokratis_Papastathopoulos  ,Arsenal
Callum_Paterson  ,Cardiff City
Rui_Patrício  ,Wolves
Pedro,Chelsea
Lee_Peltier  ,Cardiff City
Andreas_Pereira  ,Manchester Utd
Ricardo_Pereira  ,Leicester City
Roberto_Pereyra  ,Watford
Ayoze_Pérez  ,Newcastle Utd
Lucas_Pérez  ,West Ham
Jordan_Pickford  ,Everton
Paul_Pogba  ,Manchester Utd
Alex_Pritchard  ,Huddersfield
Sebastian_Prödl  ,Watford
Davy_Pröpper  ,Brighton
Jason_Puncheon  ,Crystal Palace
Jason_Puncheon  ,Huddersfield
Collin_Quaner  ,Huddersfield
Domingos_Quina  ,Watford
Joe_Ralls  ,Cardiff City
Aaron_Ramsey  ,Arsenal
Kayne_Ramsey  ,Southampton
Marcus_Rashford  ,Manchester Utd
Tim_Ream  ,Fulham
Nathan_Redmond  ,Southampton
Bobby_Reid  ,Cardiff City
Declan_Rice  ,West Ham
Jazz_Richards  ,Cardiff City
Richarlison,Everton
Diego_Rico  ,Bournemouth
Sergio_Rico  ,Fulham
Matt_Ritchie  ,Newcastle Utd
Andrew_Robertson  ,Liverpool
Marcos_Rojo  ,Manchester Utd
Oriol_Romeu  ,Southampton
Salomón_Rondón  ,Newcastle Utd
Danny_Rose  ,Tottenham
Aaron_Rowe  ,Huddersfield
John_Ruddy  ,Wolves
Antonio_Rüdiger  ,Chelsea
Mathew_Ryan  ,Brighton
Abdelhamid_Sabiri  ,Huddersfield
Romain_Saïss  ,Wolves
Bukayo_Saka  ,Arsenal
Mamadou_Sakho  ,Crystal Palace
Bakary_Sako  ,Crystal Palace
Mohamed_Salah  ,Liverpool
Alexis_Sánchez  ,Manchester Utd
Carlos_Sánchez  ,West Ham
Davinson_Sánchez  ,Tottenham
Leroy_Sané  ,Manchester City
Fabian_Schär  ,Newcastle Utd
Christopher_Schindler  ,Huddersfield
Jeffrey_Schlupp  ,Crystal Palace
Kasper_Schmeichel  ,Leicester City
Morgan_Schneiderlin  ,Everton
André_Schürrle  ,Fulham
Ken_Sema  ,Watford
Jean_Seri  ,Fulham
Ryan_Sessegnon  ,Fulham
Xherdan_Shaqiri  ,Liverpool
Luke_Shaw  ,Manchester Utd
Jonjo_Shelvey  ,Newcastle Utd
Gylfi_Sigurðsson  ,Everton
Adrien_Silva  ,Leicester City
Bernardo_Silva  ,Manchester City
David_Silva  ,Manchester City
Xande_Silva  ,West Ham
Danny_Simpson  ,Leicester City
Jack_Simpson  ,Bournemouth
Josh_Sims  ,Southampton
Moussa_Sissoko  ,Tottenham
Oliver_Skipp  ,Tottenham
Callum_Slattery  ,Southampton
Chris_Smalling  ,Manchester Utd
Adam_Smith  ,Bournemouth
Tommy_Smith  ,Huddersfield
Robert_Snodgrass  ,West Ham
Cédric_Soares  ,Southampton
Ramadan_Sobhi  ,Huddersfield
Dominic_Solanke  ,Bournemouth
Pape_Souaré  ,Crystal Palace
Çağlar_Söyüncü  ,Leicester City
Julián_Speroni  ,Crystal Palace
Junior_Stanislas  ,Bournemouth
Dale_Stephens  ,Brighton
Jack_Stephens  ,Southampton
Raheem_Sterling  ,Manchester City
John_Stones  ,Manchester City
Daniel_Sturridge  ,Liverpool
Denis_Suárez  ,Arsenal
Isaac_Success  ,Watford
Ki_Sung-yueng  ,Newcastle Utd
Andrew_Surman  ,Bournemouth
Sam_Surridge  ,Bournemouth
Alexander_Sørloth  ,Crystal Palace
Matt_Targett  ,Southampton
James_Tarkowski  ,Burnley
Charlie_Taylor  ,Burnley
Youri_Tielemans  ,Leicester City
James_Tomkins  ,Crystal Palace
Lucas_Torreira  ,Arsenal
Cenk_Tosun  ,Everton
Andros_Townsend  ,Crystal Palace
Adama_Traoré  ,Wolves
Mark_Travers  ,Bournemouth
Kieran_Trippier  ,Tottenham
Antonio_Valencia  ,Manchester Utd
Yan_Valery  ,Southampton
Jamie_Vardy  ,Leicester City
Jan_Vertonghen  ,Tottenham
Jannik_Vestergaard  ,Southampton
Luciano_Vietto  ,Fulham
Rúben_Vinagre  ,Wolves
Sam_Vokes  ,Burnley
Michel_Vorm  ,Tottenham
Matěj_Vydra  ,Burnley
Theo_Walcott  ,Everton
Kyle_Walker  ,Manchester City
Kyle_Walker-Peters  ,Tottenham
Aaron_Wan-Bissaka  ,Crystal Palace
Victor_Wanyama  ,Tottenham
Danny_Ward  ,Cardiff City
Joel_Ward  ,Crystal Palace
Stephen_Ward  ,Burnley
James_Ward-Prowse  ,Southampton
Danny_Welbeck  ,Arsenal
Ashley_Westwood  ,Burnley
Connor_Wickham  ,Crystal Palace
Georginio_Wijnaldum  ,Liverpool
Danny_Williams  ,Huddersfield
Willian,Chelsea
Joe_Willock  ,Arsenal
Ben_Wilmot  ,Watford
Jack_Wilshere  ,West Ham
Callum_Wilson  ,Bournemouth
Harry_Winks  ,Tottenham
Chris_Wood  ,Burnley
Granit_Xhaka  ,Arsenal
Andriy_Yarmolenko  ,West Ham
DeAndre_Yedlin  ,Newcastle Utd
